f0,f1,f2,s0,s1,s2
664,608,612,0,0,0
608,612,620,0,0,0
612,620,616,0,0,0
620,616,608,0,0,0
616,608,616,0,0,0
608,616,1212,0,0,0
616,1212,612,0,0,0
1212,612,612,0,0,0
612,612,608,0,0,0
612,608,608,0,0,0
608,608,556,0,0,0
608,556,664,0,0,0
556,664,604,0,0,0
664,604,608,0,0,0
604,608,564,0,0,0
608,564,664,0,0,0
564,664,612,0,0,0
664,612,612,0,0,0
612,612,620,0,0,0
612,620,616,0,0,0
620,616,612,0,0,0
616,612,616,0,0,0
612,616,628,0,0,0
616,628,612,0,0,0
628,612,612,0,0,0
612,612,564,0,0,0
612,564,624,0,0,0
564,624,608,0,0,0
624,608,664,0,0,0
608,664,616,0,0,0
664,616,612,0,0,0
616,612,604,0,0,0
612,604,556,0,0,0
604,556,612,0,0,0
556,612,608,0,0,0
612,608,600,0,0,0
608,600,608,0,0,0
600,608,612,0,0,0
608,612,608,0,0,0
612,608,192,0,0,0
608,192,416,0,0,0
192,416,1236,0,0,0
416,1236,608,0,0,0
1236,608,616,0,0,0
608,616,616,0,0,0
616,616,624,0,0,0
616,624,608,0,0,0
624,608,616,0,0,0
608,616,668,0,0,0
616,668,552,0,0,0
668,552,608,0,0,0
552,608,668,0,0,0
608,668,608,0,0,0
668,608,556,0,0,0
608,556,664,0,0,0
556,664,616,0,0,0
664,616,616,0,0,0
616,616,608,0,0,0
616,608,616,0,0,0
608,616,620,0,0,0
616,620,620,0,0,0
620,620,564,0,0,0
620,564,620,0,0,0
564,620,620,0,0,0
620,620,668,0,0,0
620,668,616,0,0,0
668,616,564,0,0,0
616,564,668,0,0,0
564,668,604,0,0,0
668,604,616,0,0,0
604,616,564,0,0,0
616,564,668,0,0,0
564,668,556,0,0,0
668,556,672,0,0,0
556,672,612,0,0,0
672,612,612,0,0,0
612,612,556,0,0,0
612,556,624,0,0,0
556,624,612,0,0,0
624,612,656,0,0,0
612,656,568,0,0,0
656,568,624,0,0,0
568,624,664,0,0,0
624,664,560,0,0,0
664,560,680,0,0,0
560,680,616,0,0,0
680,616,608,0,0,0
616,608,568,0,0,0
608,568,672,0,0,0
568,672,564,0,0,0
672,564,672,0,0,0
564,672,576,0,0,0
672,576,620,0,0,0
576,620,616,0,0,0
620,616,624,0,0,0
616,624,624,0,0,0
624,624,620,0,0,0
624,620,620,0,0,0
620,620,628,0,0,0
620,628,620,0,0,0
628,620,616,0,0,0
620,616,624,0,0,0
616,624,616,0,0,0
624,616,612,0,0,0
616,612,616,0,0,0
612,616,672,0,0,0
616,672,616,0,0,0
672,616,560,0,0,0
616,560,676,0,0,0
560,676,568,0,0,0
676,568,616,0,0,0
568,616,664,0,0,0
616,664,572,0,0,0
664,572,620,0,0,0
572,620,612,0,0,0
620,612,668,0,0,0
612,668,624,0,0,0
668,624,616,0,0,0
624,616,608,0,0,0
616,608,612,0,0,0
608,612,624,0,0,0
612,624,612,0,0,0
624,612,608,0,0,0
612,608,564,0,0,0
608,564,672,0,0,0
564,672,612,0,0,0
672,612,560,0,0,0
612,560,664,0,0,0
560,664,560,0,0,0
664,560,608,0,0,0
560,608,612,0,0,0
608,612,668,0,0,0
612,668,612,0,0,0
668,612,604,0,0,0
612,604,608,0,0,0
604,608,612,0,0,0
608,612,552,0,0,0
612,552,652,0,0,0
552,652,552,0,0,0
652,552,652,0,0,0
552,652,588,0,0,0
652,588,600,0,0,0
588,600,604,0,0,0
600,604,600,0,0,0
604,600,596,0,0,0
600,596,612,0,0,0
596,612,604,0,0,0
612,604,608,0,0,0
604,608,612,0,0,0
608,612,612,0,0,0
612,612,608,0,0,0
612,608,560,0,0,0
608,560,672,0,0,0
560,672,612,0,0,0
672,612,596,0,0,0
612,596,564,0,0,0
596,564,664,0,0,0
564,664,1200,0,0,0
664,1200,556,0,0,0
1200,556,656,0,0,0
556,656,596,0,0,0
656,596,548,0,0,0
596,548,660,0,0,0
548,660,548,0,0,0
660,548,656,0,0,0
548,656,608,0,0,0
656,608,612,0,0,0
608,612,616,0,0,0
612,616,608,0,0,0
616,608,568,0,0,0
608,568,620,0,0,0
568,620,616,0,0,0
620,616,616,0,0,0
616,616,620,0,0,0
616,620,620,0,0,0
620,620,608,0,0,0
620,608,620,0,0,0
608,620,668,0,0,0
620,668,556,0,0,0
668,556,668,0,0,0
556,668,568,0,0,0
668,568,672,0,0,0
568,672,612,0,0,0
672,612,612,0,0,0
612,612,624,0,0,0
612,624,616,0,0,0
624,616,560,0,0,0
616,560,620,0,0,0
560,620,664,0,0,0
620,664,560,0,0,0
664,560,608,0,0,0
560,608,664,0,0,0
608,664,604,0,0,0
664,604,556,0,0,0
604,556,1272,0,0,0
556,1272,556,0,0,0
1272,556,668,0,0,0
556,668,612,0,0,0
668,612,608,0,0,0
612,608,560,0,0,0
608,560,660,0,0,0
560,660,552,0,0,0
660,552,664,0,0,0
552,664,552,0,0,0
664,552,1256,0,0,0
552,1256,620,0,0,0
1256,620,600,0,0,0
620,600,548,0,0,0
600,548,668,0,0,0
548,668,608,0,0,0
668,608,596,0,0,0
608,596,572,0,0,0
596,572,660,0,0,0
572,660,608,0,0,0
660,608,564,0,0,0
608,564,1272,0,0,0
564,1272,612,0,0,0
1272,612,564,0,0,0
612,564,612,0,0,0
564,612,660,0,0,0
612,660,560,0,0,0
660,560,668,0,0,0
560,668,556,0,0,0
668,556,612,0,0,0
556,612,616,0,0,0
612,616,660,0,0,0
616,660,608,0,0,0
660,608,612,0,0,0
608,612,612,0,0,0
612,612,560,0,0,0
612,560,612,0,0,0
560,612,668,0,0,0
612,668,608,0,0,0
668,608,612,0,0,0
608,612,616,0,0,0
612,616,556,0,0,0
616,556,660,0,0,0
556,660,616,0,0,0
660,616,612,0,0,0
616,612,604,0,0,0
612,604,612,0,0,0
604,612,616,0,0,0
612,616,556,0,0,0
616,556,660,0,0,0
556,660,568,0,0,0
660,568,1272,0,0,0
568,1272,616,0,0,0
1272,616,620,0,0,0
616,620,616,0,0,0
620,616,612,0,0,0
616,612,568,0,0,0
612,568,620,0,0,0
568,620,612,0,0,0
620,612,612,0,0,0
612,612,620,0,0,0
612,620,672,0,0,0
620,672,552,0,0,0
672,552,664,0,0,0
552,664,564,0,0,0
664,564,668,0,0,0
564,668,552,0,0,0
668,552,616,0,0,0
552,616,1228,0,0,0
616,1228,612,0,0,0
1228,612,672,0,0,0
612,672,616,0,0,0
672,616,556,0,0,0
616,556,616,0,0,0
556,616,620,0,0,0
616,620,672,0,0,0
620,672,612,0,0,0
672,612,612,0,0,0
612,612,620,0,0,0
612,620,612,0,0,0
620,612,548,0,0,0
612,548,620,0,0,0
548,620,656,0,0,0
620,656,604,0,0,0
656,604,604,0,0,0
604,604,620,0,0,0
604,620,608,0,0,0
620,608,556,0,0,0
608,556,664,0,0,0
556,664,620,0,0,0
664,620,560,0,0,0
620,560,660,0,0,0
560,660,612,0,0,0
660,612,616,0,0,0
612,616,608,0,0,0
616,608,608,0,0,0
608,608,612,0,0,0
608,612,608,0,0,0
612,608,556,0,0,0
608,556,604,0,0,0
556,604,672,0,0,0
604,672,612,0,0,0
672,612,608,0,0,0
612,608,612,0,0,0
608,612,620,0,0,0
612,620,616,0,0,0
620,616,612,0,0,0
616,612,616,0,0,0
612,616,620,0,0,0
616,620,608,0,0,0
620,608,612,0,0,0
608,612,612,0,0,0
612,612,560,0,0,0
612,560,656,0,0,0
560,656,608,0,0,0
656,608,612,0,0,0
608,612,552,0,0,0
612,552,664,0,0,0
552,664,560,0,0,0
664,560,668,0,0,0
560,668,608,0,0,0
668,608,616,0,0,0
608,616,576,0,0,0
616,576,672,0,0,0
576,672,612,0,0,0
672,612,572,0,0,0
612,572,620,0,0,1
572,620,612,0,1,1
620,612,616,1,1,1
612,616,616,1,1,1
616,616,660,1,1,1
616,660,552,1,1,1
660,552,612,1,1,1
552,612,612,1,1,1
612,612,1204,1,1,0
612,1204,616,1,0,0
1204,616,608,0,0,0
616,608,612,0,0,0
608,612,620,0,0,0
612,620,616,0,0,0
620,616,608,0,0,0
616,608,616,0,0,0
608,616,672,0,0,0
616,672,616,0,0,0
672,616,612,0,0,0
616,612,616,0,0,0
612,616,556,0,0,0
616,556,660,0,0,0
556,660,612,0,0,0
660,612,616,0,0,0
612,616,604,0,0,0
616,604,608,0,0,0
604,608,564,0,0,0
608,564,668,0,0,0
564,668,604,0,0,0
668,604,564,0,0,0
604,564,616,0,0,0
564,616,668,0,0,0
616,668,612,0,0,0
668,612,616,0,0,0
612,616,572,0,0,0
616,572,612,0,0,0
572,612,664,0,0,0
612,664,620,0,0,0
664,620,612,0,0,0
620,612,556,0,0,0
612,556,612,0,0,0
556,612,608,0,0,0
612,608,604,0,0,0
608,604,608,0,0,0
604,608,608,0,0,0
608,608,600,0,0,0
608,600,660,0,0,0
600,660,612,0,0,0
660,612,548,0,0,0
612,548,604,0,0,0
548,604,612,0,0,0
604,612,664,0,0,0
612,664,596,0,0,0
664,596,560,0,0,0
596,560,664,0,0,0
560,664,608,0,0,0
664,608,560,0,0,0
608,560,664,0,0,0
560,664,612,0,0,0
664,612,604,0,0,0
612,604,612,0,0,0
604,612,612,0,0,0
612,612,608,0,0,0
612,608,612,0,0,0
608,612,616,0,0,0
612,616,556,0,0,0
616,556,656,0,0,0
556,656,612,0,0,0
656,612,616,0,0,0
612,616,608,0,0,0
616,608,612,0,0,0
608,612,556,0,0,0
612,556,672,0,0,0
556,672,564,0,0,0
672,564,1236,0,0,0
564,1236,672,0,0,0
1236,672,624,0,0,0
672,624,612,0,0,0
624,612,608,0,0,0
612,608,616,0,0,0
608,616,608,0,0,0
616,608,600,0,0,0
608,600,608,0,0,0
600,608,556,0,0,0
608,556,652,0,0,0
556,652,604,0,0,0
652,604,612,0,0,0
604,612,608,0,0,0
612,608,552,0,0,0
608,552,664,0,0,0
552,664,624,0,0,0
664,624,604,0,0,0
624,604,572,0,0,0
604,572,676,0,0,0
572,676,620,0,0,0
676,620,608,0,0,0
620,608,620,0,0,0
608,620,616,0,0,0
620,616,604,0,0,0
616,604,608,0,0,0
604,608,564,0,0,0
608,564,608,0,0,0
564,608,652,0,0,0
608,652,608,0,0,0
652,608,604,0,0,0
608,604,548,0,0,0
604,548,604,0,0,0
548,604,616,0,0,0
604,616,604,0,0,0
616,604,656,0,0,0
604,656,556,0,0,0
656,556,660,0,0,0
556,660,596,0,0,0
660,596,604,0,0,0
596,604,604,0,0,0
604,604,608,0,0,0
604,608,600,0,0,0
608,600,612,0,0,0
600,612,552,0,0,0
612,552,600,0,0,0
552,600,604,0,0,0
600,604,612,0,0,0
604,612,600,0,0,0
612,600,656,0,0,0
600,656,548,0,0,0
656,548,680,0,0,0
548,680,548,0,0,0
680,548,660,0,0,0
548,660,560,0,0,0
660,560,660,0,0,0
560,660,548,0,0,0
660,548,604,0,0,0
548,604,608,0,0,0
604,608,608,0,0,0
608,608,608,0,0,0
608,608,608,0,0,0
608,608,616,0,0,0
608,616,664,0,0,0
616,664,544,0,0,0
664,544,668,0,0,0
544,668,616,0,0,0
668,616,620,0,0,0
616,620,1220,0,0,0
620,1220,560,0,0,0
1220,560,668,0,0,0
560,668,556,0,0,0
668,556,664,0,0,0
556,664,616,0,0,0
664,616,628,0,0,0
616,628,604,0,0,0
628,604,480,0,0,0
604,480,712,0,0,0
480,712,624,0,0,0
712,624,664,0,0,0
624,664,1228,0,0,0
664,1228,564,0,0,1
1228,564,612,0,1,1
564,612,616,1,1,1
612,616,684,1,1,1
616,684,580,1,1,1
684,580,620,1,1,1
580,620,616,1,1,1
620,616,620,1,1,0
616,620,680,1,0,0
620,680,572,0,0,0
680,572,680,0,0,0
572,680,624,0,0,0
680,624,628,0,0,0
624,628,568,0,0,0
628,568,668,0,0,0
568,668,572,0,0,0
668,572,620,0,0,0
572,620,660,0,0,0
620,660,568,0,0,0
660,568,620,0,0,0
568,620,672,0,0,0
620,672,612,0,0,0
672,612,616,0,0,0
612,616,616,0,0,0
616,616,612,0,0,0
616,612,552,0,0,0
612,552,608,0,0,0
552,608,676,0,0,0
608,676,612,0,0,0
676,612,560,0,0,0
612,560,616,0,0,0
560,616,672,0,0,0
616,672,568,0,0,0
672,568,660,0,0,0
568,660,620,0,0,0
660,620,624,0,0,0
620,624,612,0,0,0
624,612,616,0,0,0
612,616,620,0,0,0
616,620,616,0,0,0
620,616,608,0,0,0
616,608,616,0,0,0
608,616,560,0,0,0
616,560,608,0,0,0
560,608,668,0,0,0
608,668,552,0,0,0
668,552,660,0,0,0
552,660,560,0,0,0
660,560,652,0,0,0
560,652,556,0,0,0
652,556,600,0,0,0
556,600,600,0,0,0
600,600,612,0,0,0
600,612,656,0,0,0
612,656,612,0,0,0
656,612,616,0,0,0
612,616,608,0,0,0
616,608,612,0,0,0
608,612,564,0,0,0
612,564,604,0,0,0
564,604,604,0,0,0
604,604,656,0,0,0
604,656,600,0,0,0
656,600,548,0,0,0
600,548,656,0,0,0
548,656,596,0,0,0
656,596,548,0,0,0
596,548,660,0,0,0
548,660,604,0,0,0
660,604,552,0,0,0
604,552,616,0,0,0
552,616,608,0,0,0
616,608,664,0,0,0
608,664,616,0,0,0
664,616,612,0,0,0
616,612,608,0,0,0
612,608,620,0,0,0
608,620,1164,0,0,0
620,1164,660,0,0,0
1164,660,612,0,0,0
660,612,600,0,0,0
612,600,608,0,0,0
600,608,612,0,0,0
608,612,608,0,0,0
612,608,604,0,0,0
608,604,616,0,0,0
604,616,616,0,0,0
616,616,556,0,0,0
616,556,672,0,0,0
556,672,616,0,0,0
672,616,620,0,0,0
616,620,564,0,0,0
620,564,624,0,0,0
564,624,672,0,0,0
624,672,612,0,0,0
672,612,620,0,0,0
612,620,620,0,0,0
620,620,560,0,0,0
620,560,612,0,0,0
560,612,620,0,0,0
612,620,608,0,0,0
620,608,660,0,0,0
608,660,560,0,0,0
660,560,668,0,0,0
560,668,600,0,0,0
668,600,560,0,0,0
600,560,668,0,0,0
560,668,612,0,0,0
668,612,560,0,0,0
612,560,664,0,0,0
560,664,608,0,0,0
664,608,612,0,0,0
608,612,612,0,0,0
612,612,616,0,0,0
612,616,552,0,0,0
616,552,660,0,0,0
552,660,616,0,0,0
660,616,608,0,0,0
616,608,556,0,0,0
608,556,664,0,0,0
556,664,612,0,0,0
664,612,616,0,0,0
612,616,608,0,0,0
616,608,556,0,0,0
608,556,672,0,0,0
556,672,612,0,0,0
672,612,564,0,0,0
612,564,620,0,0,0
564,620,612,0,0,0
620,612,672,0,0,0
612,672,620,0,0,0
672,620,616,0,0,0
620,616,620,0,0,0
616,620,568,0,0,0
620,568,680,0,0,0
568,680,564,0,0,0
680,564,676,0,0,0
564,676,632,0,0,0
676,632,624,0,0,0
632,624,624,0,0,0
624,624,620,0,0,0
624,620,628,0,0,0
620,628,620,0,0,0
628,620,616,0,0,0
620,616,620,0,0,0
616,620,608,0,0,0
620,608,612,0,0,0
608,612,564,0,0,0
612,564,668,0,0,0
564,668,564,0,0,0
668,564,664,0,0,0
564,664,608,0,0,0
664,608,616,0,0,0
608,616,608,0,0,0
616,608,608,0,0,0
608,608,612,0,0,0
608,612,556,0,0,0
612,556,660,0,0,0
556,660,564,0,0,0
660,564,608,0,0,0
564,608,608,0,0,0
608,608,616,0,0,0
608,616,660,0,0,0
616,660,608,0,0,0
660,608,620,0,0,0
608,620,560,0,0,0
620,560,660,0,0,0
560,660,616,0,0,0
660,616,616,0,0,0
616,616,608,0,0,0
616,608,612,0,0,0
608,612,612,0,0,0
612,612,608,0,0,0
612,608,556,0,0,0
608,556,612,0,0,0
556,612,604,0,0,0
612,604,608,0,0,0
604,608,608,0,0,0
608,608,612,0,0,0
608,612,612,0,0,0
612,612,608,0,0,0
612,608,616,0,0,0
608,616,660,0,0,0
616,660,560,0,0,0
660,560,664,0,0,0
560,664,608,0,0,0
664,608,604,0,0,0
608,604,608,0,0,0
604,608,1168,0,0,0
608,1168,608,0,0,0
1168,608,612,0,0,0
608,612,612,0,0,0
612,612,660,0,0,0
612,660,560,0,0,0
660,560,664,0,0,0
560,664,608,0,0,0
664,608,556,0,0,0
608,556,612,0,0,0
556,612,608,0,0,0
612,608,604,0,0,0
608,604,608,0,0,0
604,608,664,0,0,0
608,664,608,0,0,0
664,608,608,0,0,0
608,608,608,0,0,0
608,608,564,0,0,0
608,564,652,0,0,0
564,652,604,0,0,0
652,604,604,0,0,0
604,604,608,0,0,0
604,608,544,0,0,0
608,544,608,0,0,0
544,608,608,0,0,0
608,608,656,0,0,0
608,656,548,0,0,0
656,548,1208,0,0,0
548,1208,596,0,0,0
1208,596,608,0,0,0
596,608,604,0,0,0
608,604,656,0,0,0
604,656,548,0,0,0
656,548,608,0,0,0
548,608,600,0,0,0
608,600,604,0,0,0
600,604,660,0,0,0
604,660,556,0,0,0
660,556,652,0,0,0
556,652,552,0,0,0
652,552,608,0,0,0
552,608,604,0,0,0
608,604,604,0,0,0
604,604,608,0,0,0
604,608,656,0,0,0
608,656,596,0,0,0
656,596,552,0,0,0
596,552,608,0,0,0
552,608,652,0,0,0
608,652,604,0,0,0
652,604,604,0,0,0
604,604,556,0,0,0
604,556,656,0,0,0
556,656,560,0,0,0
656,560,616,0,0,0
560,616,660,0,0,0
616,660,552,0,0,0
660,552,660,0,0,0
552,660,608,0,0,0
660,608,1156,0,0,0
608,1156,660,0,0,0
1156,660,604,0,0,0
660,604,552,0,0,0
604,552,604,0,0,0
552,604,660,0,0,0
604,660,600,0,0,0
660,600,552,0,0,0
600,552,660,0,0,0
552,660,604,0,0,0
660,604,600,0,0,0
604,600,556,0,0,0
600,556,660,0,0,0
556,660,544,0,0,0
660,544,660,0,0,0
544,660,556,0,0,0
660,556,604,0,0,0
556,604,604,0,0,0
604,604,656,0,0,0
604,656,604,0,0,0
656,604,600,0,0,0
604,600,612,0,0,0
600,612,604,0,0,0
612,604,608,0,0,0
604,608,560,0,0,0
608,560,668,0,0,0
560,668,604,0,0,0
668,604,620,0,0,0
604,620,552,0,0,0
620,552,604,0,0,0
552,604,648,0,0,0
604,648,604,0,0,0
648,604,596,0,0,0
604,596,588,0,0,0
596,588,596,0,0,0
588,596,600,0,0,0
596,600,600,0,0,0
600,600,604,0,0,0
600,604,556,0,0,0
604,556,660,0,0,0
556,660,604,0,0,0
660,604,608,0,0,0
604,608,568,0,0,0
608,568,664,0,0,0
568,664,556,0,0,0
664,556,616,0,0,0
556,616,668,0,0,0
616,668,1164,0,0,0
668,1164,612,0,0,0
1164,612,600,0,0,0
612,600,604,0,0,0
600,604,660,0,0,0
604,660,600,0,0,0
660,600,604,0,0,0
600,604,552,0,0,0
604,552,660,0,0,0
552,660,548,0,0,0
660,548,608,0,0,0
548,608,656,0,0,0
608,656,608,0,0,0
656,608,552,0,0,0
608,552,608,0,0,0
552,608,608,0,0,0
608,608,652,0,0,0
608,652,620,0,0,0
652,620,552,0,0,0
620,552,664,0,0,0
552,664,612,0,0,0
664,612,616,0,0,0
612,616,556,0,0,0
616,556,664,0,0,0
556,664,612,0,0,0
664,612,600,0,0,0
612,600,560,0,0,0
600,560,1216,0,0,0
560,1216,608,0,0,0
1216,608,664,0,0,0
608,664,560,0,0,0
664,560,656,0,0,0
560,656,560,0,0,0
656,560,616,0,0,0
560,616,608,0,0,0
616,608,604,0,0,0
608,604,616,0,0,0
604,616,660,0,0,0
616,660,608,0,0,0
660,608,556,0,0,0
608,556,612,0,0,0
556,612,604,0,0,0
612,604,608,0,0,0
604,608,612,0,0,0
608,612,608,0,0,0
612,608,596,0,0,0
608,596,604,0,0,0
596,604,608,0,0,0
604,608,600,0,0,0
608,600,604,0,0,0
600,604,608,0,0,1
604,608,604,0,1,1
608,604,600,1,1,1
604,600,608,1,1,1
600,608,668,1,1,1
608,668,556,1,1,1
668,556,604,1,1,1
556,604,612,1,1,1
604,612,664,1,1,0
612,664,608,1,0,0
664,608,604,0,0,0
608,604,560,0,0,0
604,560,608,0,0,0
560,608,604,0,0,0
608,604,612,0,0,0
604,612,656,0,0,0
612,656,600,0,0,0
656,600,616,0,0,0
600,616,548,0,0,0
616,548,652,0,0,0
548,652,596,0,0,0
652,596,612,0,0,0
596,612,600,0,0,0
612,600,548,0,0,0
600,548,652,0,0,0
548,652,608,0,0,0
652,608,608,0,0,0
1936,988,988,0,0,0
988,988,960,0,0,0
988,960,956,0,0,0
960,956,980,0,0,0
956,980,956,0,0,0
980,956,912,0,0,0
956,912,892,0,0,0
912,892,436,0,0,0
892,436,496,0,0,0
436,496,248,0,0,0
496,248,172,0,0,0
248,172,616,0,0,0
172,616,248,0,0,0
616,248,96,0,0,0
248,96,344,0,0,0
96,344,348,0,0,0
344,348,100,0,0,0
348,100,260,0,0,0
100,260,356,0,0,0
260,356,104,0,0,0
356,104,304,0,0,0
104,304,140,0,0,0
304,140,272,0,0,0
140,272,316,0,0,0
272,316,224,0,0,0
316,224,388,0,0,0
224,388,124,0,0,0
388,124,252,0,0,0
124,252,372,0,0,0
252,372,96,0,0,0
372,96,300,0,0,0
96,300,672,0,0,0
300,672,260,0,0,0
672,260,368,0,0,0
260,368,384,0,0,0
368,384,540,0,0,0
384,540,240,0,0,0
540,240,604,0,0,0
240,604,272,0,0,0
604,272,32,0,0,0
272,32,688,0,0,0
32,688,456,0,0,0
688,456,240,0,0,0
456,240,112,0,0,0
240,112,844,0,0,0
112,844,596,0,0,0
844,596,100,0,0,0
596,100,352,0,0,0
100,352,268,0,0,0
352,268,108,0,0,0
268,108,356,0,0,0
108,356,276,0,0,0
356,276,520,0,0,0
276,520,200,0,0,0
520,200,160,0,0,0
200,160,288,0,0,0
160,288,156,0,0,0
288,156,408,0,0,0
156,408,84,0,0,0
408,84,384,0,0,0
84,384,140,0,0,0
384,140,1252,0,0,0
140,1252,308,0,0,0
1252,308,1332,0,0,0
308,1332,184,0,0,0
1332,184,212,0,0,0
184,212,204,0,0,0
212,204,424,0,0,0
204,424,132,0,0,0
424,132,180,0,0,0
132,180,372,0,0,0
180,372,116,0,0,0
372,116,276,0,0,0
116,276,196,0,0,0
276,196,276,0,0,0
196,276,292,0,0,0
276,292,180,0,0,0
292,180,296,0,0,0
180,296,264,0,0,0
296,264,320,0,0,0
264,320,648,0,0,0
320,648,988,0,0,0
648,988,984,0,0,0
988,984,940,0,0,0
984,940,320,0,0,0
940,320,236,0,0,0
320,236,264,0,0,0
236,264,372,0,0,0
264,372,48,0,0,0
372,48,348,0,0,0
48,348,284,0,0,0
348,284,116,0,0,0
284,116,260,0,0,0
116,260,352,0,0,0
260,352,128,0,0,0
352,128,376,0,0,0
128,376,152,0,0,0
376,152,388,0,0,0
152,388,124,0,0,0
388,124,272,0,0,0
124,272,208,0,0,0
272,208,624,0,0,0
208,624,308,0,0,0
624,308,92,0,0,0
308,92,424,0,0,0
92,424,212,0,0,0
424,212,216,0,0,0
212,216,412,0,0,0
216,412,824,0,0,0
412,824,844,0,0,0
824,844,232,0,0,0
844,232,476,0,0,0
232,476,264,0,0,0
476,264,212,0,0,0
264,212,144,0,0,0
212,144,152,0,0,0
144,152,340,0,0,0
152,340,308,0,0,0
340,308,192,0,0,0
308,192,204,0,0,0
192,204,224,0,0,0
204,224,536,0,0,0
224,536,380,0,0,0
536,380,260,0,0,0
380,260,104,0,0,0
260,104,624,0,0,0
104,624,284,0,0,0
624,284,136,0,0,0
284,136,356,0,0,0
136,356,484,0,0,0
356,484,128,0,0,0
484,128,548,0,0,0
128,548,124,0,0,0
548,124,232,0,0,0
124,232,448,0,0,0
232,448,140,0,0,0
448,140,184,0,0,0
140,184,392,0,0,0
184,392,160,0,0,0
392,160,332,0,0,0
160,332,60,0,0,0
332,60,360,0,0,0
60,360,204,0,0,0
360,204,308,0,0,0
204,308,236,0,0,0
308,236,284,0,0,0
236,284,172,0,0,0
284,172,384,0,0,0
172,384,168,0,0,0
384,168,264,0,0,0
168,264,516,0,0,0
264,516,276,0,0,0
516,276,152,0,0,0
276,152,216,0,0,0
152,216,312,0,0,0
216,312,252,0,0,0
312,252,336,0,0,0
252,336,80,0,0,0
336,80,404,0,0,0
80,404,168,0,0,0
404,168,120,0,0,0
168,120,456,0,0,0
120,456,212,0,0,0
456,212,48,0,0,0
212,48,376,0,0,0
48,376,300,0,0,0
376,300,72,0,0,0
300,72,380,0,0,0
72,380,140,0,0,0
380,140,280,0,0,0
140,280,240,0,0,0
280,240,308,0,0,0
240,308,388,0,0,0
308,388,356,0,0,0
388,356,260,0,0,0
356,260,200,0,0,0
260,200,388,0,0,0
200,388,172,0,0,0
388,172,264,0,0,0
172,264,136,0,0,0
264,136,412,0,0,0
136,412,476,0,0,0
412,476,236,0,0,0
476,236,192,0,0,0
236,192,296,0,0,0
192,296,184,0,0,0
296,184,384,0,0,0
184,384,100,0,0,0
384,100,172,0,0,0
100,172,312,0,0,0
172,312,420,0,0,0
312,420,88,0,0,0
420,88,392,0,0,0
88,392,108,0,0,0
392,108,340,0,0,0
108,340,328,0,0,0
340,328,20,0,0,0
328,20,316,0,0,0
20,316,316,0,0,0
316,316,104,0,0,0
316,104,464,0,0,0
104,464,184,0,0,0
464,184,188,0,0,0
184,188,172,0,0,0
188,172,244,0,0,0
172,244,312,0,0,0
244,312,292,0,0,0
312,292,268,0,0,0
292,268,144,0,0,0
268,144,292,0,0,0
144,292,296,0,0,0
292,296,240,0,0,0
296,240,332,0,0,0
240,332,132,0,0,0
332,132,252,0,0,0
132,252,124,0,0,0
252,124,292,0,0,0
124,292,252,0,0,0
292,252,264,0,0,0
252,264,268,0,0,0
264,268,260,0,0,0
268,260,180,0,0,0
260,180,296,0,0,0
180,296,376,0,0,0
296,376,260,0,0,0
376,260,100,0,0,0
260,100,232,0,0,0
100,232,280,0,0,0
232,280,368,0,0,0
280,368,172,0,0,0
368,172,288,0,0,0
172,288,272,0,0,0
288,272,136,0,0,0
272,136,264,0,0,0
136,264,388,0,0,0
264,388,112,0,0,0
388,112,268,0,0,0
112,268,192,0,0,0
268,192,412,0,0,0
192,412,112,0,0,0
412,112,240,0,0,0
112,240,372,0,0,0
240,372,168,0,0,0
372,168,376,0,0,0
168,376,404,0,0,0
376,404,236,0,0,0
404,236,196,0,0,0
236,196,404,0,0,0
196,404,160,0,0,0
404,160,340,0,0,0
160,340,152,0,0,0
340,152,260,0,0,0
152,260,108,0,0,0
260,108,460,0,0,0
108,460,160,0,0,0
460,160,124,0,0,0
160,124,248,0,0,0
124,248,596,0,0,0
248,596,372,0,0,0
596,372,20,0,0,0
372,20,272,0,0,0
20,272,308,0,0,0
272,308,272,0,0,0
308,272,304,0,0,0
272,304,84,0,0,0
304,84,352,0,0,0
84,352,328,0,0,0
352,328,132,0,0,0
328,132,268,0,0,0
132,268,264,0,0,0
268,264,232,0,0,0
264,232,244,0,0,0
232,244,284,0,0,0
244,284,204,0,0,0
284,204,144,0,0,0
204,144,444,0,0,0
144,444,96,0,0,0
444,96,328,0,0,0
96,328,328,0,0,0
328,328,72,0,0,0
328,72,232,0,0,0
72,232,384,0,0,0
232,384,144,0,0,0
384,144,424,0,0,0
144,424,140,0,0,0
424,140,324,0,0,0
140,324,164,0,0,0
324,164,280,0,0,0
164,280,204,0,0,0
280,204,584,0,0,0
204,584,192,0,0,0
584,192,356,0,0,0
192,356,228,0,0,0
356,228,140,0,0,0
228,140,204,0,0,0
140,204,284,0,0,0
204,284,200,0,0,0
284,200,468,0,0,0
200,468,120,0,0,0
468,120,176,0,0,0
120,176,352,0,0,0
176,352,2236,0,0,0
352,2236,320,0,0,0
2236,320,204,0,0,0
320,204,116,0,0,0
204,116,328,0,0,0
116,328,184,0,0,0
328,184,348,0,0,0
184,348,204,0,0,0
348,204,308,0,0,0
204,308,124,0,0,0
308,124,356,0,0,0
124,356,248,0,0,0
